company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Apex Systems,,,,,,cons,"*
 Supervisores que no tienen el nivel
- - Como ejemplos:
- - - Los supervisores se la pasan hostigando para que uno saque 
certificaciones que ni ellos tienen. La verdad, no sé qué criterio toman
 para subir a las personas a nivel de consultores líderes (supervisores)
- - - Piden nivel de inglés que ni ellos tienen
- - - El que a mí me tocó pensaba que las diferentes herramientas de 
control de versiones distribuidas en el mercado eran lo mismo, y parecía
 redundante anotarlas
- - - Brilló por su nula capacidad de tracking de los meetings 1:1. 
Fueron pérdida de tiempo porque no anotaba ni daba seguimiento a lo que 
se platicaba
* Directores incompetentes
- - Uno de los directores pensó que quería dar helpdesk support después 
de mencionarle que quería un enfoque mas de automatización
* Proyectos horribles
- - Había que estar soportando un pseudoarquitecto del lado del cliente 
que ni sabía las bases de AWS, pero que quería estar involucrado hasta 
en las decisiones de desarrollo
* Cero flexibilidad
- - Al estar remoto, uno esperaría mayor flexibilidad, pero la mayoría 
de los clientes querían o preferían una especie de oficina remota con 
una jornada rígida
* Micromanagement disfrazado
- - Las juntas y algunos mensajes disfrazados de ""¿Cómo estás?"", solo 
eran para ver si uno estaba cerca del teclado o cuánto tiempo uno se 
tardaba en responder
- - Para el periodo de banca, había que estar de acuerdo con ciertas 
""métricas"" que ni eran parte del contrato original
* Criterios de performance absurdos
- - Ni cumpliendo con el 100% de los puntos establecidos te aseguraba 
una promoción
- - Pedían que uno la hiciera de ventas, nana del cliente, soporte de 
recursos humanos, entre otras . . . sin paga adicional
- - Muchas de las cosas que pedían, estando o no en proyecto, sumaban 
más horas de las que se suponía la jornada, pero mencionaban que no 
había pago de horas extra. Que eso era parte de dar el extra
* Disfuncionalidad corporativa de otro nivel
- - No había comunicación ni claridad acerca de los proyectos internos, 
todo a la mera hora se sabía (si acaso lo mencionaban)
- - Cero transparencia acerca de la toma de decisiones
- - Promesas nivel gobierno: ""Este año lo volveremos a evaluar...""
- - Mejor sacar acuerdo para golfito en lugar de proveer una silla 
ergonómica
* Estrés constante
- - Un par de conocidos se salieron por recomendación del médico de 
evitar estrés innecesario o atenerse a posibles complicaciones por 
exceso de estrés. A los supervisores ni les importa si te enfermas, solo
 quieren quedar bien con sus jefes y no molestar al cliente
* La frase de oro: ""Con el cliente si tu ganas, ya perdiste porque te 
van a evaluar de muy mala manera""

Del lado de Apex Systems USA no sé cómo sea el management, del lado de 
Apex Systems México fue una experiencia de tipo ""Empresa Mexicana Líder 
en su Ramo""",es,supervisores que no tienen el nivel como ejemplos los supervisores se la pasan hostigando para que uno saque certificaciones que ni ellos tienen la verdad no sé qué criterio toman para subir a las personas a nivel de consultores líderes supervisores piden nivel de inglés que ni ellos tienen el que a mí me tocó pensaba que las diferentes herramientas de control de versiones distribuidas en el mercado eran lo mismo y parecía redundante anotarlas brilló por su nula capacidad de tracking de los meetings fueron pérdida de tiempo porque no anotaba ni daba seguimiento a lo que se platicaba directores incompetentes uno de los directores pensó que quería dar helpdesk support después de mencionarle que quería un enfoque mas de automatización proyectos horribles había que estar soportando un pseudoarquitecto del lado del cliente que ni sabía las bases de aws pero que quería estar involucrado hasta en las decisiones de desarrollo cero flexibilidad al estar remoto uno esperaría mayor flexibilidad pero la mayoría de los clientes querían o preferían una especie de oficina remota con una jornada rígida micromanagement disfrazado las juntas y algunos mensajes disfrazados de cómo estás solo eran para ver si uno estaba cerca del teclado o cuánto tiempo uno se tardaba en responder para el periodo de banca había que estar de acuerdo con ciertas métricas que ni eran parte del contrato original criterios de performance absurdos ni cumpliendo con el de los puntos establecidos te aseguraba una promoción pedían que uno la hiciera de ventas nana del cliente soporte de recursos humanos entre otras sin paga adicional muchas de las cosas que pedían estando o no en proyecto sumaban más horas de las que se suponía la jornada pero mencionaban que no había pago de horas extra que eso era parte de dar el extra disfuncionalidad corporativa de otro nivel no había comunicación ni claridad acerca de los proyectos internos todo a la mera hora se sabía si acaso lo mencionaban cero transparencia acerca de la toma de decisiones promesas nivel gobierno este año lo volveremos a evaluar mejor sacar acuerdo para golfito en lugar de proveer una silla ergonómica estrés constante un par de conocidos se salieron por recomendación del médico de evitar estrés innecesario o atenerse a posibles complicaciones por exceso de estrés a los supervisores ni les importa si te enfermas solo quieren quedar bien con sus jefes y no molestar al cliente la frase de oro con el cliente si tu ganas ya perdiste porque te van a evaluar de muy mala manera del lado de apex systems usa no sé cómo sea el management del lado de apex systems méxico fue una experiencia de tipo empresa mexicana líder en su ramo,supervisor nivel ejemplo supervisor pasar hostigar sacar certificación criterio tomar subir persona nivel consultor líder supervisor pedir nivel inglés tocar pensar herramienta control versión distribuido mercado parecer redundante anotarla brillar nulo capacidad tracking meeting pérdida tiempo anotar dar seguimiento platicar director incompetent director pensar querer helpdesk support mencionar él querer enfoque automatización proyecto horrible soportar pseudoarquitecto cliente saber base aws querer involucrado decisión desarrollo cero flexibilidad remoto esperar flexibilidad mayoría cliente querer preferir especie oficina remoto jornada rígido micromanagement disfrazado junta mensaje disfrazado estar cerca teclado tiempo tardar responder periodo banca métrica contrato original criterio performance absurdo cumplir punto establecido asegurar promoción pedir hiciera venta nán cliente soporte recurso humano paga adicional cosa pedir estar proyecto sumar hora suponer jornada mencionar pago hora extra extra disfuncionalidad corporativo nivel comunicación claridad acerca proyecto interno mero hora saber acaso mencionar cero transparencia acerca toma decisión promesa nivel gobierno año volver evaluar sacar golfito lugar proveer silla ergonómico estrés constante par conocido salir recomendación médico evitar estrés innecesario atener él posible complicación exceso estrés supervisor importar enfermar querer quedar jefe molestar cliente frase oro cliente gana perdistir evaluar malo apex systems management apex systems méxico experiencia tipo empresa mexicano líder ramo,198
Apex Systems,,,,,,pros,"Prestaciones superiors a la ley
Buen salario",es,prestaciones superiors a la ley buen salario,prestación superiors ley salario,4
Apex Systems,,,,,,cons,No hay caja de ahorro,unknown,no hay caja de ahorro,no hay caja de ahorro,5
Apex Systems,,,,,,pros,"La
 banca no es un lugar en el que peligre mi puesto como en otras 
empresas. Ofrecen buenos recursos de entrenamiento y fomentan el 
crecimiento de manera constante.",es,la banca no es un lugar en el que peligre mi puesto como en otras empresas ofrecen buenos recursos de entrenamiento y fomentan el crecimiento de manera constante,banca lugar peligrar puesto empresa ofrecer recurso entrenamiento fomentar crecimiento constante,11
Apex Systems,,,,,,cons,No se tiene la prestación de fondo de ahorro.,es,no se tiene la prestación de fondo de ahorro,prestación fondo ahorro,3
Apex Systems,,,,,,pros,"-sueldo
-algunas prestaciones como bonos trimestrales",es,sueldo algunas prestaciones como bonos trimestrales,sueldo prestación bono trimestral,4
Apex Systems,,,,,,cons,"-oportunidades de crecimiento no tan buenas 
-mucha burocracia y secretismo en los proyectos
-falta de comunicación entre apex y los proyectos",es,oportunidades de crecimiento no tan buenas mucha burocracia y secretismo en los proyectos falta de comunicación entre apex y los proyectos,oportunidad crecimiento burocracia secretismo proyecto faltar comunicación apex proyecto,9
Apex Systems,,,,,,pros,"muchas oportunidades
Nunca te van a correr
oportunidades de transicionar
Buen salario
Buena gente
comprensivos
Buenos bonos cada Cuarto",es,muchas oportunidades nunca te van a correr oportunidades de transicionar buen salario buena gente comprensivos buenos bonos cada cuarto,oportunidad correr oportunidad transicionar salario gente comprensivo bono cuarto,9
Apex Systems,,,,,,cons,"Las actividades extras como cursos y/o cosas de tiempo libre,
Son obligatorias",es,las actividades extras como cursos y o cosas de tiempo libre son obligatorias,actividad extra curso cosa tiempo libre obligatorio,7
Apex Systems,,,,,,pros,Muy buena empresa para poder hacer carrera,es,muy buena empresa para poder hacer carrera,empresa carrera,2
Apex Systems,,,,,,cons,"Sueltos no bajos, pero no son como lo esperaria",es,sueltos no bajos pero no son como lo esperaria,suelto bajo esperario,3
Apex Systems,,,,,,pros,"Buenas prestaciones, buen ambiente laboral y cultura",es,buenas prestaciones buen ambiente laboral y cultura,prestación ambiente laboral cultura,4
Apex Systems,,,,,,cons,No cuenta con caja de ahorro y los vales de despensa pudieran ser un poco más,es,no cuenta con caja de ahorro y los vales de despensa pudieran ser un poco más,caja ahorro val despensa poder,5
Apex Systems,,,,,,pros,"Capacitacion
algunos empleados son super amables",es,capacitacion algunos empleados son super amables,capacitacion empleado super amable,4
Apex Systems,,,,,,cons,"-
 La manera en que te despiden, a varias personas les han mandado 
abogados a sus casas sin aviso para despedirlo, sin importar si esta su 
familia o familiares enfermos. es una pesima practica que no explica lo 
de great place to work.
- Subir es super dificil tienes que hacer activiades internas y con 
clientes.
hace muy poco solia ser una muy buena empresa, pero en la actualidad 
debido a sus malas practicas esta dejando de ser un buen lugar",es,la manera en que te despiden a varias personas les han mandado abogados a sus casas sin aviso para despedirlo sin importar si esta su familia o familiares enfermos es una pesima practica que no explica lo de great place to work subir es super dificil tienes que hacer activiades internas y con clientes hace muy poco solia ser una muy buena empresa pero en la actualidad debido a sus malas practicas esta dejando de ser un buen lugar,despedir persona mandar abogado casa aviso despedir él importar familia familiar enfermo pesimo practico explicar great placir to work subir super dificil tién activiad interno cliente soliar empresa actualidad mala practica dejar lugar,33
